,index,Name1,Name2,Street1,Street2,City,State,Zip,Phone,Intake1,Intake2,Intake1a,Intake2a,Service_code_info,lat,long
2068,2146,Toucanet Counselling Services,,603 West 52nd Street,,Savannah,GA,31405,706-415-1070,,,,,SA MH SUMH * OP * OMH * NRT NSC * AT CBT CRT CFT DBT GT IDD IPT TELE * PVTP * MHC * PI SF * PA SS * GL VET ADM MF CJ CO DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HS * TCC * SMON * YAD ADLT SNR * VPPD * ACT AOT COOT DEC FPSY ICM PRS SEMP SH VRS CM ES,32.04122331268781,-81.12918075025043
2069,2147,Union Mission,Counseling Center,125 Fahm Street,,Savannah,GA,31401,912-238-2777 x1505,912-238-2777,,,,SA MH SUMH * OP * CMHC * ARIPI CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI ZIPRA ANTPYCH * AT CBT DBT GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG OSF SF * PA SS * GL HV TRMA PTSD * HS PEER * SMPD * YAD ADLT SNR * VPPD * CDM COOT FPSY ICM IMR PRS SH CM IPC SPS,32.07299015924658,-81.093573881621
2070,2148,Ridgeview Institute Smyrna,,3995 South Cobb Drive SE,,Smyrna,GA,30080,770-434-4567 x3200,,800-329-9775,,,SA MH SUMH * HI OP PHDT * OMH * HALOP ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT AIM * CIT PEON WI * PVTP * MC MI PI SF SI SMHA VAF * CO TRMA * STU * STDT MST HBT HCT LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * FPSY SPS ES,33.87890317442769,-84.5068494866555
2071,2149,Health Connect America,,2336 Wisteria Drive SW,Suite 310,Snellville,GA,30078,470-691-0088,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTP * MD PI SF SMHA SWFS * SS * TAY SE VET MF CO TRMA PED PTSD * SMON * CHLD YAD ADLT SNR * SP * VAPN * COOT FPSY TPC CM SPS,33.86603060897959,-84.02087993918367
2072,2150,Bulloch MH Day Services,PSR G/Peer Support Program,515 Denmark Street,Suite 2200,Statesboro,GA,30458,912-489-9170,912-764-5125,,,,MH SUMH * OP * OMH * AT * STG * MC MD PI SF SI SMHA * SMI * PEER * SMON * YAD ADLT SNR * AH * VAPN * IMR PRS SPS,32.435736764201984,-81.78757218818755
2073,2151,Charlie Norwood VAMC,Statesboro CBOC,658 Northside Drive East,,Statesboro,GA,30458,812-871-8719,,,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT IPT TELE * CIT * FED VAMC * MC MD MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * VAPN * IPC SPS,32.435736764201984,-81.78757218818755
2074,2152,Pineland Area MH/MR/SA CSB,Bulloch Counseling Center,11 North College Street,,Statesboro,GA,30458,912-764-9868,912-764-5125,,,,MH SUMH * OP * CMHC * CBT CFT DBT GT IPT TELE AIM * PEON * STG * MC MD PI SF SI * PA * HS PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * FPSY ICM PRS SEMP SH CM SPS,32.435736764201984,-81.78757218818755
2075,2153,Pineland BHDD,Johns Place Crisis Stabilization,4 West Altman Street,,Statesboro,GA,30459,912-764-6129,912-764-5125,,,,SA MH SUMH * HI RES * PSY * CHLOR FLUPH HALOP LOXAP ARIPI CLOZA LURAS OLANZ PALIP RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IDD IPT AIM * PVTN * MD SF * PA * HIVT TBS HCT LABT * SMON * YAD ADLT SNR * AH * VAPN,32.4420609,-81.7726484
2076,2154,Atlanta VA Healthcare System,Stockbridge VA Clinic,175 Medical Boulevard,,Stockbridge,GA,30281,404-321-6111,404-321-6111 x20602,,,,MH SUMH * OP * VAHC * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IPT TELE * WI * FED VAMC * PI SF VAF * PA * SE GL VET CO HV TRMA PTSD SMI * STU * PEER * TCC * SMON * YAD ADLT SNR * VAPN * ACT CDM DEC FPSY IMR IPC SPS,33.56223012735494,-84.19776416284853
2077,2155,ICan Think Positive Counseling and,Coaching Services LLC,5405 Memorial Drive,Suite C,Stone Mountain,GA,30083,678-999-2611,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IPT TELE * WI * PVTP * CLF MD MI PI SEF SF SI SWFS * CO * SMPD * CHLD YAD ADLT SNR * VAPN * COOT FPSY ICM PRS CM SPS,33.803608894748685,-84.20095759857463
2078,2156,CarePartners of Georgia,,243 West Main Street,,Swainsboro,GA,30401,478-237-2484,,866-322-2484,,,SA MH SUMH * OP * OMH * ARIPI ASENA BREXP CARIP OLANZ OLANZF QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTP * CMHG MD SI SMHA * TAY SE GL VET MF CO HV TRMA TBI PEFP PTSD SED SMI * STU * SMON * CHLD YAD ADLT SNR * AH * VAPN * FPSY IMR PRS CM IPC SPS,32.598175103323264,-82.33801389305137
2079,2157,CSB of Middle Georgia,Ogeechee Division,302 East Ogeechee Street,,Sylvania,GA,30467,478-289-2530,478-289-2522,,,,SA MH SUMH * OP RES * CMHC * FLUPH HALOP PERPH ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON * LCCG * CMHG CSBG FG MC MD PI SF SI SMHA SWFS * PA SS * TAY CO PTSD SED SMI * STU * HIVT STDT TBS HBT HCT LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT PRS CM SPS,32.741768210270266,-81.63442054864865
2080,2158,McIntosh Trail CSB,Upson County Counseling Center,713 Andrews Drive,,Thomaston,GA,30286,770-358-5252,,,,,SA MH SUMH * OP * OMH * ARIPI OLANZ QUETI ZIPRA ANTPYCH * CBT CFT DBT IDD IPT TELE * LCCG * CLF MC MD OSF SF SI SMHA SWFS VAF * PA * TAY SE GL VET ADM MF CJ CO HV TRMA PED PTSD SED SMI * SMOP * CHLD YAD ADLT SNR * VAPP * ACT CDM COOT DEC FPSY IMR PRS SH CM SPS,32.900890434818486,-84.33293133778878
2081,2159,SilverCare at URMC,,801 West Gordon Street,,Thomaston,GA,30286,706-646-5725 x1835,,,,,SA MH * HI * IPSY * CHLOR DROPE HALOP ARIPI OLANZ QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT GT IDD TELE * PEON * PVTP * MC MD SF VAF * SE VET TRMA TBI ALZ PEFP PTSD * STU * TBS MST LABT * TCC * SMON * SNR * AH * VAPN * COOT CM SPS,32.900890434818486,-84.33293133778878
2082,2160,Archbold Northside,,401 Old Albany Road,,Thomasville,GA,31799,229-228-8100,800-238-8661,,,,SA MH SUMH * HI OP * IPSY * NRT NSC * AT CBT CFT GT IDD IPT TELE * CIT PEON WI * PVTN * MC MD MI PI SF SI VAF * SE CO ALZ * STU * SMON * YAD ADLT SNR * AH * VAPN * CM SPS,30.825396,-84.021393
2083,2161,Georgia Pines Community Service Board,MH/IDD/SA Servs,1102 Smith Avenue,,Thomasville,GA,31792,229-225-5208,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PIMOZ PROCH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * STG * CLF CMHG CSBG MC MD MI SF SI SMHA SWFS VAF * CO TRMA PTSD SED SMI * STU * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY PRS SEMP SH CM IPC SPS,30.82095354197802,-84.00069643758242
2084,2162,Legacy Behavioral Health Services,,334 Tifton Eldorado Road,,Tifton,GA,31794,229-391-2300,229-391-2301,229-391-2312,,,SA MH SUMH * OP * OMH * FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * PEON WI * PVTN * MC MD MI OSF PI SF SI SMHA * SS * CJ CO TRMA PTSD * STU * HIVT STDT TBS MST LABT * HS * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY SEMP SH CM SPS,31.45603181792295,-83.4993232080402
2085,2163,Avita Community Partners,Toccoa Service Center,1763 Fernside Drive,,Toccoa,GA,30577,706-282-4542,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI LURAS OLANZ QUETI RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PEON WI * LCCG * CLF CSBG MD OSF SCJJ SF SI * PA SS * VET MF CJ CO SED SMI * STU * MST LABT * HS PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT DEC FPSY PRS SEMP SH VRS CM SPS,34.56104205396826,-83.3185427468254
2086,2164,Bridge Health,,12586 North Main Street,,Trenton,GA,30752,706-956-5526,866-552-7434,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IPT TELE * LCCG * CMHG CSBG MC MD MI OSF PI SF SI SMHA * PA SS * STU * MST LABT * HS PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT PRS SEMP SH CM SPS,34.88931719615384,-85.52263953076923
2087,2165,Health Connect America,,100 Glendalough Court,Suite E,Tyrone,GA,30290,770-683-9375,,,,,SA MH SUMH * OP * CMHC * CBT CFT DBT GT IDD IPT TELE * WI * PVTP * MHC * MD SCJJ SEF SF SWFS * TAY SE GL CO PTSD SED SMI * PEER * SMPD * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC FPSY TPC CM SPS,33.4709271257485,-84.59182338443114
2088,2166,Greenleaf Behavioral Health Hospital,,2209 Pineview Drive,,Valdosta,GA,31602,877-978-1698,800-247-2747,229-671-6633,,,SA MH SUMH * HI * PSY * NRT NSC * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTP * MC MI PI SF SI VAF * TAY SE GL VET ADM MF CO TRMA TBI ALZ PTSD SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS,30.866124654632586,-83.3051383686901
2089,2167,Malinda Graham and Associates,,304 Arlington Avenue,,Vidalia,GA,30474,912-537-1414,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * CIT * PVTP * CLF CMHG CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA PED PTSD SED SMI * PEER * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY ICM PRS CM SPS,32.215911915697674,-82.41098667354652
2090,2168,Pineland BHDD,Toombs Counseling Center,204 Durden Street,,Vidalia,GA,30474,912-764-6906,800-746-3526,912-537-9316,,,SA MH SUMH * OP * OMH * CHLOR HALOP LOXAP PIMOZ THIOR ARIPI BREXP CARIP CLOZA ILOPE OLANZ OLANZF QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IPT TELE AIM * CIT * STG * MC MD PI SF SMHA * SS * STU * HIVT TBS HBT HCT LABT * SMON * CHLD YAD ADLT SNR * AH * VAPN * FPSY CM SPS,32.215911915697674,-82.41098667354652
2091,2169,Willowbrooke at Tanner,,20 Herrell Road,,Villa Rica,GA,30180,770-812-3266,770-812-9551,,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT AIM * CIT WI * PVTN * MD OSF PI SF SI * TAY CO SED SMI * STU * STDT TBS * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * DEC FPSY PRS SPS,33.74253597589041,-84.91651143753425
2092,2170,Willowbrooke at Tanner,,101 Quartz Drive,Suite 103-A,Villa Rica,GA,30180,770-812-3266,770-812-9551,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE * CIT WI * PVTN * MD OSF PI SF SI * TAY CO SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * DEC FPSY PRS CM SPS,33.74253597589041,-84.91651143753425
2093,2171,Unison Behavioral Health,,1007 Mary Street,,Waycross,GA,31503,912-449-7100,800-342-8168,,,,SA MH SUMH * OP * OMH * CHLOR HALOP THIOR ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * PEON WI * STG * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA SWFS VAF * PA SS * SE GL VET ADM MF CJ CO HV DV TRMA PED PEFP PTSD SMI * STU * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC FPSY ICM PRS SEMP SH CM SPS ES,31.219701075619835,-82.37540820227272
2094,2172,Unison Behavioral Health,Child and Adol Clinic in Ware Cnty,1003 Mary Street,,Waycross,GA,31501,912-449-7150,800-342-8168,,,,SA MH SUMH * OP * OMH * THIOR ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * PEON * STG * CLF CMHG CSBG MD OSF PI SF SI SMHA SWFS * PA SS * TAY GL CJ CO HV DV TRMA PED PEFP PTSD SED SMI * STU * HS PEER * TCC * SMON * CHLD YAD * AH * VAPN * COOT DEC FPSY PRS SH CM ES,31.222464118899524,-82.35056468660287
2095,2173,Unison Behavioral Health,Saint Illa Center,3455 Harris Road,,Waycross,GA,31503,912-449-7200,,,,,SA MH SUMH * HI RES * IPSY * NRT NSC ANTPYCH * AT CBT GT IDD IPT AIM * CIT PEON * STG * MC MD OSF PI SF SI SMHA * SS * SE GL VET CJ CO HV TRMA PTSD SMI * STU * LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * CM,31.219701075619835,-82.37540820227272
2096,2174,CSB of Middle Georgia,Ogeechee Division,292 West 4th Street,,Waynesboro,GA,30830,478-272-1190,706-437-6863,706-437-6857,,,SA MH SUMH * OP RES * CMHC * FLUPH HALOP PERPH ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON * LCCG * CMHG CSBG FG MC MD PI SF SI SMHA SWFS * PA SS * TAY CO PTSD SED SMI * STU * HIVT STDT TBS HBT HCT LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT PRS CM SPS,33.090958058148146,-81.96992688555555
2097,2175,Georgia HOPE,,104 Springfield Center Drive,,Woodstock,GA,30188,706-279-0405,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT WI * PVTP * CSBG MD SF SWFS * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * COOT DEC FPSY PRS CM SPS,34.11283039403159,-84.46762213818884
2098,2176,Thriveworks Woodstock,Counseling and Psychiatry,700 Churchill Court,Suite 110,Woodstock,GA,30188,678-928-3326 x1,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT DBT EMDR IDD IPT TELE * PVTP * MC MI PI SF * TCC * SMPD * CHLD YAD ADLT SNR * VAPP * AOT CDM DEC FPSY IMR LAD SPS,34.11283039403159,-84.46762213818884
2099,2195,Community Mental Health Services,,420 Hillcrest Avenue,,American Falls,ID,83211,208-589-1237,208-478-2172,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * PVTP * MC MD MI PI SF SI * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT FPSY PRS CM SPS,42.77275514444444,-112.86264161111112
2100,2196,Idaho State Hospital South,,700 East Alice Street,,Blackfoot,ID,83221,208-785-1200,,,,,MH * HI * SHP * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON * STG * MC MD MI OSF PI SF SI SMHA SWFS * TAY SE CJ TRMA PTSD SMI * STU * MST LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * CDM DEC FPSY IMR IPC SPS ES,43.1981633,-112.37258657368422
2101,2197,IDHW Region VII Mental Health Services,Adult and Child Mental Health Services,720 East Alice Street,,Blackfoot,ID,83221,208-785-5871,,208-528-5700,,,MH SUMH * OP * OMH * ANTPYCH * CBT GT IDD IPT TELE AIM * CIT PEON WI * STG * CMHG PI SF * PA SS * CJ CO PEFP SED SMI * STU * MST LABT * HS PEER * SMPD * CHLD YAD ADLT SNR * SP * VPPD * ACT COOT FPSY PRS SEMP CM SPS ES,43.1981633,-112.37258657368422
2102,2198,Human Supports of Idaho Inc,,4477 West Emerald Street,Suite C-100,Boise,ID,83706,208-321-0160,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP THIOT ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTP * MC MD OSF PI SCJJ SF SI SMHA SWFS * TAY SE GL CO TRMA PTSD SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT FPSY IMR PRS CM SPS,43.590393450550124,-116.19275202089929
2103,2199,Idaho Behavioral Health,Boise,2273 South Vista Avenue,Suite 190,Boise,ID,83705,208-343-2737,,,,,SA MH SUMH * OP * CMHC * CBT CFT EMDR GT IDD IPT TELE * PVTP * MC MD PI SF * SS * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * PRS CM,43.5876127440726,-116.22724706068992
2104,2200,Intermountain Hospital of Boise,,303 North Allumbaugh Street,,Boise,ID,83704,208-377-8400 x2396,208-377-8400,800-321-5984,,,SA MH SUMH * HI PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH THIOT ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE * PEON WI * PVTP * CLF ITU MC MD MI OSF PI SF SMHA SWFS VAF * SS * SE VET MF CO PTSD SED SMI * STU * MST * SMPD * CHLD YAD ADLT SNR * AH SP * VAPN * COOT CM ES,43.62647694261631,-116.28564810788055
2105,2201,Leyline Advocates,,921 South Orchard Street,Suite 100,Boise,ID,83705,208-344-9797,,,,,MH SUMH * OP * OMH * AT CBT CFT DBT IPT TELE * CIT * PVTP * MD SF * SS * TAY SE TRMA PTSD SED SMI * PEER * SMPD * CHLD YAD ADLT SNR * VPPD * COOT PRS CM,43.5876127440726,-116.22724706068992
2106,2202,Pathways of Idaho,,545 North Benjamin Lane,Suite 185,Boise,ID,83704,208-322-1026,,208-562-4203,,,MH SUMH * OP * OMH * ARIPI RISPE NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEOFF * PVTP * CLF CMHG CSBG ITU MC MD OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SED SMI * HS PEER * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY ICM PRS TPC CM ES,43.62647694261631,-116.28564810788055
2107,2203,Terry Reilly Health Services,Allumbaugh House,400 North Allumbaugh Street,,Boise,ID,83704,208-377-9669,,,,,SA MH SUMH * OP RES * CMHC * CHLOR FLUPH HALOP CLOZA OLANZ OLANZF RISPE ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * PEON WI * PVTN * FQHC * CLF PCF SMHA * PA * SE CO DV TRMA PTSD SMI * STU * HIVT STDT TBS HBT HCT LABT * PEER * SMPD * YAD ADLT SNR * AH SP * VPPD * CDM DEC CM SPS ES,43.62647694261631,-116.28564810788055
2108,2204,Terry Reilly Health Services,Boise Clinic,300 South 23rd Street,,Boise,ID,83702,208-344-3512,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP CLOZA OLANZ OLANZF RISPE NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * WI * PVTN * FQHC * CSBG MC MD MI PI PCF SF * PA SS * TAY SE CO DV TRMA PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM COOT DEC CM IPC SPS ES,43.628568350651655,-116.2069638553524
2109,2205,Terry Reilly Health Services,Trauma and Resilience Center,6855 West Fairview Avenue,,Boise,ID,83704,208-323-9600,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP CLOZA OLANZ OLANZF RISPE ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * WI * PVTN * FQHC * MC MD MI PCF SF * PA SS * TAY SE CO DV TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM DEC CM SPS ES,43.62647694261631,-116.28564810788055
2110,2206,Tidwell Social Work Servs and Csl Inc,,7285 West Franklin Road,,Boise,ID,83709,208-853-5095,,,,,MH * OP * OMH * AT CBT CFT DBT EMDR GT IPT TELE * PVTN * FG MC MD MI OSF PI SEF SF SI SWFS VAF * PA SS * TRMA PTSD SED * PEER * SMPD * CHLD YAD ADLT SNR * AH SP FX * F28 F67 * VPPD * COOT FPSY IMR PRS CM,43.56868649991309,-116.30187884751737
2111,2207,Veterans Affairs Medical Center,Substance Abuse Treatment Programs,500 West Fort Street,Building 114,Boise,ID,83702,208-422-1145,,208-422-1108,,,SA MH SUMH * HI OP RES * VAHC * ARIPI BREXP CARIP CLOZA ILOPE OLANZF RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT TELE AIM * CIT PEON WI * FED VAMC * VAF * PA SS * GL VET * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT COOT DEC FPSY PRS SH VRS CM IPC SPS ES,43.628568350651655,-116.2069638553524
2112,2208,Warm Springs Counseling Center,,740 Warm Springs Avenue,,Boise,ID,83712,208-343-7797,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IPT TELE * CIT * PVTN * MC MD MI PI SCJJ SF SI SMHA SWFS * PA SS * TAY SED SMI * SMON * CHLD YAD ADLT * AH SP * VAPN * COOT FPSY ICM CM,43.604730227639,-116.17379016301369
2113,2209,IDHW Region 5,Burley,2241 Overland Avenue,,Burley,ID,83318,208-736-2177,,208-677-5332,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT DBT IPT TELE * CIT PEOFF WI * STG * CLF CMHG CSBG MC MD MI PI SF SI * SS * CJ PEFP SMI * PEER * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * ACT COOT FPSY PRS CM SPS,42.528154785714285,-113.80040507857144
2114,2210,Human Supports of Idaho Inc,,314 Badiola Street,,Caldwell,ID,83605,208-454-8389,208-321-0160,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP THIOT BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTP * MC MD OSF PI SCJJ SF SI SMHA SWFS * TAY SE GL CO TRMA PTSD SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT FPSY IMR PRS CM SPS,43.66055495333334,-116.67680812444443
2115,2211,IDHW Region 3,Caldwell,3402 Franklin Road,,Caldwell,ID,83605,208-459-0092,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH THIOR ARIPI ASENA CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CFT DBT GT IDD IPT AIM * CIT PEON PEOFF WI * STG * CMHG MI OSF PI SF SMHA * PA SS * CJ CO SED SMI * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY ICM IMR VRS CM SPS,43.66055495333334,-116.67680812444443
2116,2212,Terry Reilly Health Services,Trauma and Resilience Center,2005 Arlington Avenue,,Caldwell,ID,83605,208-459-1025,208-318-1362,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP CLOZA OLANZ OLANZF RISPE ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * WI * PVTN * FQHC * MC MD MI PI PCF SF * PA SS * TAY SE CO DV TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM DEC CM IPC SPS ES,43.66055495333334,-116.67680812444443
2117,2213,Trivium Life Services,,709 Dearborn Street,,Caldwell,ID,83605,208-376-7083,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * PVTN * CLF CMHG CSBG MD OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * TAY SE GL CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * COOT FPSY ICM CM IPC SPS ES,43.66055495333334,-116.67680812444443
2118,2214,Challis Area Health Center,,611 Clinic Road,,Challis,ID,83226,208-879-4351,,,,,SA MH SUMH * OP * NRT * AT CBT DBT EMDR IDD IPT TELE * CIT PEON PEOFF WI * PVTP * FQHC * MC MD PI SF * SS * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD YAD ADLT SNR * VAPN * ACT CDM COOT DEC FPSY CM IPC SPS,44.50365414615384,-114.21485681538462
2119,2215,Highroad Human Services Inc,CDA,7905 North Meadowlark Way,Suite B,Coeur d Alene,ID,83815,208-772-3116,,,,,MH * OP * CMHC * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * MD PI PCF SF SMHA SWFS * PA * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY SPS,47.71463850819672,-116.79674028360655
