index,Measure,12+,12-17,18-25,26+,18+,states
1856,"Illicit Drug Use Other Than Marijuana in the Past Month1,2","3,058",193,426,"2,439","2,865",South
1857,Cocaine Use in the Past Year,"1,564",16,366,"1,183","1,549",South
1858,Perceptions of Great Risk from Using Cocaine Once a Month,"74,260","5,299","7,872","61,089","68,961",South
1859,Heroin Use in the Past Year5,0,0,29,416,445,South
1860,Perceptions of Great Risk from Trying Heroin Once or Twice,"88,998","6,051","10,038","72,909","82,947",South
1861,Methamphetamine Use in the Past Year,992,14,51,927,978,South
1862,Prescription Pain Reliever Misuse in the Past Year2,"3,331",192,396,"2,744","3,139",South
1863,"Opioid Misuse in the Past Year2,6","3,614",191,393,"3,030","3,423",South
1865,ALCOHOL Alcohol Use in the Past Month,"48,361",654,"5,976","41,732","47,708",South
1866,Binge Alcohol Use in the Past Month7,"22,029",343,"3,387","18,300","21,686",South
1868,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"48,570","4,563","5,111","38,897","44,008",South
1869,Alcohol Use in the Past Month8 (People Aged 12 to 20),"2,029",0,0,0,0,South
1870,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)","1,099",0,0,0,0,South
1872,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"22,724",246,"2,166","20,312","22,478",South
1873,Cigarette Use in the Past Month,"17,498",123,"1,413","15,962","17,375",South
1874,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"72,881","6,561","8,100","58,220","66,320",South
1876,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,"4,131","17,570","21,700",South
1877,"Serious Mental Illness4,10",0,0,"1,454","3,922","5,376",South
1878,Received Mental Health Services11,0,0,"2,289","13,228","15,517",South
1879,"Major Depressive Episode4,12",0,"1,923","2,294","5,595","7,889",South
1880,Had Serious Thoughts of Suicide,0,0,"1,626","2,942","4,568",South
1881,Made Any Suicide Plans,0,0,620,769,"1,389",South
1882,Attempted Suicide,0,0,371,414,784,South
1884,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2","8,746",584.0,"1,876","6,286","8,162",South
1885,"Pain Reliever Use Disorder1,3","2,071",99.0,159,"1,813","1,972",South
1886,"Opioid Use Disorder1,3,4","2,361",99.0,177,"2,084","2,262",South
1887,Alcohol Use Disorder1,"10,806",329.0,"1,845","8,632","10,477",South
1888,"Substance Use Disorder1,2","16,814",761.0,"3,144","12,908","16,053",South
1889,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7","6,589",489.0,"1,708","4,392","6,100",South
1890,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,"10,702",322.0,"1,810","8,570","10,380",South
1891,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","14,374",679.0,"2,932","10,762","13,694",South
1893,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",546,27,123,396,519,SouthCarolina
1894,Marijuana Use in the Past Year,687,38,164,486,649,SouthCarolina
1895,Marijuana Use in the Past Month,456,19,106,331,437,SouthCarolina
1896,Perceptions of Great Risk from Smoking Marijuana Once a Month,898,111,51,736,787,SouthCarolina
1898,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",44,14,24,6,30,SouthCarolina
1899,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",145,9,22,114,136,SouthCarolina
1900,Cocaine Use in the Past Year,85,1,16,68,85,SouthCarolina
1901,Perceptions of Great Risk from Using Cocaine Once a Month,"2,991",211,317,"2,463","2,780",SouthCarolina
1902,Heroin Use in the Past Year5,0,0,1,22,23,SouthCarolina
1903,Perceptions of Great Risk from Trying Heroin Once or Twice,"3,633",245,399,"2,989","3,388",SouthCarolina
1904,Methamphetamine Use in the Past Year,58,0,2,55,58,SouthCarolina
1905,Prescription Pain Reliever Misuse in the Past Year2,127,10,16,102,117,SouthCarolina
1906,"Opioid Misuse in the Past Year2,6",135,10,15,111,126,SouthCarolina
1908,ALCOHOL Alcohol Use in the Past Month,"2,072",22,243,"1,806","2,050",SouthCarolina
1909,Binge Alcohol Use in the Past Month7,995,10,147,838,985,SouthCarolina
1911,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"1,932",177,195,"1,560","1,755",SouthCarolina
1912,Alcohol Use in the Past Month8 (People Aged 12 to 20),76,0,0,0,0,SouthCarolina
1913,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",40,0,0,0,0,SouthCarolina
1915,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,987,10,102,875,977,SouthCarolina
1916,Cigarette Use in the Past Month,741,2,63,676,739,SouthCarolina
1917,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"2,932",259,306,"2,366","2,673",SouthCarolina
1919,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,146,746,892,SouthCarolina
1920,"Serious Mental Illness4,10",0,0,48,168,217,SouthCarolina
1921,Received Mental Health Services11,0,0,93,570,663,SouthCarolina
1922,"Major Depressive Episode4,12",0,67,78,227,304,SouthCarolina
1923,Had Serious Thoughts of Suicide,0,0,53,108,161,SouthCarolina
1924,Made Any Suicide Plans,0,0,22,25,47,SouthCarolina
1925,Attempted Suicide,0,0,13,16,29,SouthCarolina
1927,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",362.0,25.0,74.0,262.0,337.0,SouthCarolina
1928,"Pain Reliever Use Disorder1,3",87.0,4.0,6.0,77.0,82.0,SouthCarolina
1929,"Opioid Use Disorder1,3,4",95.0,4.0,6.0,84.0,90.0,SouthCarolina
1930,Alcohol Use Disorder1,413.0,11.0,64.0,337.0,402.0,SouthCarolina
1931,"Substance Use Disorder1,2",647.0,26.0,122.0,499.0,620.0,SouthCarolina
1932,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",277.0,21.0,67.0,188.0,256.0,SouthCarolina
1933,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,396.0,10.0,62.0,325.0,387.0,SouthCarolina
1934,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",553.0,26.0,108.0,419.0,527.0,SouthCarolina
1936,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",73,4,15,53,69,SouthDakota
1937,Marijuana Use in the Past Year,100,6,25,70,94,SouthDakota
1938,Marijuana Use in the Past Month,62,3,15,44,59,SouthDakota
1939,Perceptions of Great Risk from Smoking Marijuana Once a Month,135,17,7,111,118,SouthDakota
1941,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",9,2,4,2,6,SouthDakota
1942,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",23,2,4,18,22,SouthDakota
1943,Cocaine Use in the Past Year,13,0,3,9,13,SouthDakota
1944,Perceptions of Great Risk from Using Cocaine Once a Month,487,37,53,396,449,SouthDakota
1945,Heroin Use in the Past Year5,0,0,0,3,4,SouthDakota
1946,Perceptions of Great Risk from Trying Heroin Once or Twice,585,45,67,474,540,SouthDakota
1947,Methamphetamine Use in the Past Year,9,0,1,8,9,SouthDakota
1948,Prescription Pain Reliever Misuse in the Past Year2,23,1,2,19,21,SouthDakota
1949,"Opioid Misuse in the Past Year2,6",23,1,2,19,21,SouthDakota
1951,ALCOHOL Alcohol Use in the Past Month,391,6,54,331,385,SouthDakota
1952,Binge Alcohol Use in the Past Month7,172,3,31,138,169,SouthDakota
1954,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,287,31,29,226,256,SouthDakota
1955,Alcohol Use in the Past Month8 (People Aged 12 to 20),18,0,0,0,0,SouthDakota
1956,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",10,0,0,0,0,SouthDakota
1958,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,158,2,21,135,156,SouthDakota
1959,Cigarette Use in the Past Month,117,2,13,102,115,SouthDakota
1960,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,465,46,51,368,419,SouthDakota
1962,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,31,123,154,SouthDakota
1963,"Serious Mental Illness4,10",0,0,13,32,44,SouthDakota
1964,Received Mental Health Services11,0,0,18,105,123,SouthDakota
1965,"Major Depressive Episode4,12",0,15,17,40,57,SouthDakota
1966,Had Serious Thoughts of Suicide,0,0,12,24,36,SouthDakota
1967,Made Any Suicide Plans,0,0,3,4,7,SouthDakota
1968,Attempted Suicide,0,0,2,2,4,SouthDakota
1970,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",61.0,4.0,13.0,43.0,57.0,SouthDakota
1971,"Pain Reliever Use Disorder1,3",13.0,1.0,1.0,12.0,13.0,SouthDakota
1972,"Opioid Use Disorder1,3,4",15.0,1.0,1.0,13.0,14.0,SouthDakota
1973,Alcohol Use Disorder1,89.0,4.0,16.0,70.0,85.0,SouthDakota
1974,"Substance Use Disorder1,2",119.0,6.0,25.0,88.0,112.0,SouthDakota
1975,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",46.0,3.0,13.0,30.0,43.0,SouthDakota
1976,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,76.0,3.0,15.0,58.0,73.0,SouthDakota
1977,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",97.0,5.0,22.0,71.0,93.0,SouthDakota
1979,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",695,31,145,518,664,Tennessee
1980,Marijuana Use in the Past Year,975,63,229,683,911,Tennessee
1981,Marijuana Use in the Past Month,579,25,141,413,554,Tennessee
1982,Perceptions of Great Risk from Smoking Marijuana Once a Month,"1,132",132,66,934,"1,000",Tennessee
1984,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",72,21,30,20,50,Tennessee
1985,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",222,11,28,182,211,Tennessee
1986,Cocaine Use in the Past Year,86,1,21,64,86,Tennessee
1987,Perceptions of Great Risk from Using Cocaine Once a Month,"4,066",296,424,"3,345","3,770",Tennessee
1988,Heroin Use in the Past Year5,0,0,3,52,55,Tennessee
1989,Perceptions of Great Risk from Trying Heroin Once or Twice,"4,918",329,524,"4,065","4,589",Tennessee
1990,Methamphetamine Use in the Past Year,103,1,6,96,102,Tennessee
1991,Prescription Pain Reliever Misuse in the Past Year2,236,10,28,197,225,Tennessee
1992,"Opioid Misuse in the Past Year2,6",274,10,26,238,264,Tennessee
1994,ALCOHOL Alcohol Use in the Past Month,"2,565",37,322,"2,206","2,528",Tennessee
1995,Binge Alcohol Use in the Past Month7,"1,140",19,187,934,"1,122",Tennessee
1997,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"2,554",239,283,"2,033","2,315",Tennessee
1998,Alcohol Use in the Past Month8 (People Aged 12 to 20),99,0,0,0,0,Tennessee
1999,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",56,0,0,0,0,Tennessee
2001,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"1,512",18,154,"1,339","1,493",Tennessee
2002,Cigarette Use in the Past Month,"1,147",8,119,"1,020","1,139",Tennessee
2003,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"3,758",345,413,"3,000","3,413",Tennessee
2005,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,250,"1,078","1,328",Tennessee
2006,"Serious Mental Illness4,10",0,0,85,262,346,Tennessee
2007,Received Mental Health Services11,0,0,151,880,"1,031",Tennessee
2008,"Major Depressive Episode4,12",0,100,135,334,469,Tennessee
2009,Had Serious Thoughts of Suicide,0,0,93,150,243,Tennessee
2010,Made Any Suicide Plans,0,0,37,35,72,Tennessee
2011,Attempted Suicide,0,0,17,24,41,Tennessee
2013,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",547.0,35.0,113.0,400.0,513.0,Tennessee
2014,"Pain Reliever Use Disorder1,3",112.0,5.0,7.0,100.0,107.0,Tennessee
2015,"Opioid Use Disorder1,3,4",141.0,5.0,9.0,127.0,136.0,Tennessee
2016,Alcohol Use Disorder1,596.0,18.0,100.0,478.0,578.0,Tennessee
2017,"Substance Use Disorder1,2",993.0,45.0,181.0,767.0,948.0,Tennessee
2018,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",400.0,31.0,100.0,269.0,369.0,Tennessee
2019,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,567.0,18.0,99.0,450.0,549.0,Tennessee
2020,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",821.0,44.0,164.0,613.0,777.0,Tennessee
2022,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","2,061",110,513,"1,437","1,951",Texas
2023,Marijuana Use in the Past Year,"3,066",186,875,"2,005","2,880",Texas
2024,Marijuana Use in the Past Month,"1,869",87,516,"1,266","1,782",Texas
2025,Perceptions of Great Risk from Smoking Marijuana Once a Month,"6,376",763,431,"5,182","5,612",Texas
2027,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",238,65,128,45,173,Texas
2028,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",517,40,69,408,477,Texas
2029,Cocaine Use in the Past Year,249,4,88,158,246,Texas
2030,Perceptions of Great Risk from Using Cocaine Once a Month,"16,585","1,385","1,935","13,265","15,200",Texas
2031,Heroin Use in the Past Year5,0,0,3,40,43,Texas
2032,Perceptions of Great Risk from Trying Heroin Once or Twice,"19,939","1,572","2,548","15,819","18,367",Texas
2033,Methamphetamine Use in the Past Year,202,5,14,183,197,Texas
2034,Prescription Pain Reliever Misuse in the Past Year2,693,33,95,564,660,Texas
2035,"Opioid Misuse in the Past Year2,6",728,33,98,596,694,Texas
2037,ALCOHOL Alcohol Use in the Past Month,"11,019",187,"1,442","9,390","10,832",Texas
2038,Binge Alcohol Use in the Past Month7,"5,373",103,775,"4,494","5,270",Texas
2040,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"11,116","1,205","1,305","8,607","9,911",Texas
2041,Alcohol Use in the Past Month8 (People Aged 12 to 20),522,0,0,0,0,Texas
2042,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",280,0,0,0,0,Texas
2044,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"4,557",47,426,"4,084","4,509",Texas
2045,Cigarette Use in the Past Month,"3,479",39,285,"3,155","3,440",Texas
2046,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"16,890","1,728","2,069","13,093","15,162",Texas
2048,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,987,"3,705","4,692",Texas
2049,"Serious Mental Illness4,10",0,0,339,889,"1,228",Texas
2050,Received Mental Health Services11,0,0,476,"2,544","3,020",Texas
2051,"Major Depressive Episode4,12",0,483,543,"1,235","1,778",Texas
2052,Had Serious Thoughts of Suicide,0,0,379,775,"1,154",Texas
2053,Made Any Suicide Plans,0,0,150,235,385,Texas
2054,Attempted Suicide,0,0,96,105,200,Texas
2056,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2","1,661",112.0,389.0,"1,160","1,549",Texas
2057,"Pain Reliever Use Disorder1,3",405,23.0,44.0,338,382,Texas
2058,"Opioid Use Disorder1,3,4",461,23.0,47.0,391,438,Texas
2059,Alcohol Use Disorder1,"2,588",91.0,462.0,"2,035","2,497",Texas
2060,"Substance Use Disorder1,2","3,580",169.0,732.0,"2,679","3,411",Texas
2061,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7","1,283",92.0,352.0,839,"1,191",Texas
2062,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,"2,537",90.0,456.0,"1,991","2,447",Texas
2063,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","3,162",153.0,697.0,"2,312","3,009",Texas
2065,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",293,20,72,201,273,Utah
2066,Marijuana Use in the Past Year,361,21,94,247,341,Utah
2067,Marijuana Use in the Past Month,242,10,68,163,231,Utah
2068,Perceptions of Great Risk from Smoking Marijuana Once a Month,631,108,58,465,523,Utah
2070,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",38,9,21,9,30,Utah
2071,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",76,6,16,54,70,Utah
2072,Cocaine Use in the Past Year,34,2,15,17,32,Utah
2073,Perceptions of Great Risk from Using Cocaine Once a Month,"1,821",176,264,"1,381","1,645",Utah
2074,Heroin Use in the Past Year5,0,0,1,6,7,Utah
2075,Perceptions of Great Risk from Trying Heroin Once or Twice,"2,180",195,340,"1,646","1,985",Utah
2076,Methamphetamine Use in the Past Year,24,0,2,21,23,Utah
2077,Prescription Pain Reliever Misuse in the Past Year2,81,5,14,63,76,Utah
2078,"Opioid Misuse in the Past Year2,6",83,5,14,64,78,Utah
2080,ALCOHOL Alcohol Use in the Past Month,835,13,140,682,822,Utah
2081,Binge Alcohol Use in the Past Month7,421,9,79,333,413,Utah
2083,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"1,251",151,166,934,"1,100",Utah
2084,Alcohol Use in the Past Month8 (People Aged 12 to 20),53,0,0,0,0,Utah
2085,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",34,0,0,0,0,Utah
2087,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,368,6,63,299,362,Utah
2088,Cigarette Use in the Past Month,272,6,50,216,266,Utah
2089,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"1,890",233,301,"1,356","1,657",Utah
2091,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,159,442,601,Utah
2092,"Serious Mental Illness4,10",0,0,49,121,170,Utah
2093,Received Mental Health Services11,0,0,102,384,486,Utah
2094,"Major Depressive Episode4,12",0,63,91,145,236,Utah
2095,Had Serious Thoughts of Suicide,0,0,56,94,150,Utah
2096,Made Any Suicide Plans,0,0,17,20,37,Utah
2097,Attempted Suicide,0,0,8,6,13,Utah
2099,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",217.0,13.0,59.0,145.0,204.0,Utah
2100,"Pain Reliever Use Disorder1,3",40.0,1.0,5.0,33.0,38.0,Utah
2101,"Opioid Use Disorder1,3,4",42.0,1.0,5.0,35.0,41.0,Utah
2102,Alcohol Use Disorder1,238.0,12.0,54.0,172.0,226.0,Utah
2103,"Substance Use Disorder1,2",385.0,17.0,89.0,279.0,368.0,Utah
2104,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",175.0,12.0,52.0,110.0,163.0,Utah
2105,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,218.0,8.0,53.0,157.0,210.0,Utah
2106,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",302.0,11.0,78.0,213.0,291.0,Utah
2108,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",136,5,27,103,131,Vermont
2109,Marijuana Use in the Past Year,175,7,35,133,168,Vermont
2110,Marijuana Use in the Past Month,127,5,25,97,122,Vermont
2111,Perceptions of Great Risk from Smoking Marijuana Once a Month,79,7,7,65,72,Vermont
2113,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",8,2,4,2,6,Vermont
2114,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",19,1,4,14,18,Vermont
2115,Cocaine Use in the Past Year,18,0,4,14,18,Vermont
2116,Perceptions of Great Risk from Using Cocaine Once a Month,332,21,37,274,311,Vermont
2117,Heroin Use in the Past Year5,0,0,0,3,3,Vermont
2118,Perceptions of Great Risk from Trying Heroin Once or Twice,455,24,55,376,431,Vermont
2119,Methamphetamine Use in the Past Year,3,0,1,2,3,Vermont
2120,Prescription Pain Reliever Misuse in the Past Year2,18,1,2,16,17,Vermont
2121,"Opioid Misuse in the Past Year2,6",18,1,2,16,18,Vermont
2123,ALCOHOL Alcohol Use in the Past Month,320,4,48,268,316,Vermont
2124,Binge Alcohol Use in the Past Month7,140,3,29,108,137,Vermont
2126,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,223,14,21,188,209,Vermont
2127,Alcohol Use in the Past Month8 (People Aged 12 to 20),18,0,0,0,0,Vermont
2128,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",10,0,0,0,0,Vermont
2130,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,129,2,15,112,127,Vermont
2131,Cigarette Use in the Past Month,112,1,10,101,111,Vermont
2132,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,392,27,50,316,366,Vermont
2134,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,27,105,132,Vermont
2135,"Serious Mental Illness4,10",0,0,10,24,34,Vermont
2136,Received Mental Health Services11,0,0,20,98,118,Vermont
2137,"Major Depressive Episode4,12",0,9,14,37,51,Vermont
2138,Had Serious Thoughts of Suicide,0,0,11,17,28,Vermont
2139,Made Any Suicide Plans,0,0,2,3,5,Vermont
2140,Attempted Suicide,0,0,2,1,2,Vermont
2142,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",65.0,4.0,16.0,45.0,61.0,Vermont
2143,"Pain Reliever Use Disorder1,3",10.0,0.0,1.0,9.0,9.0,Vermont
2144,"Opioid Use Disorder1,3,4",12.0,0.0,1.0,11.0,11.0,Vermont
2145,Alcohol Use Disorder1,69.0,2.0,12.0,55.0,67.0,Vermont
2146,"Substance Use Disorder1,2",120.0,5.0,24.0,91.0,115.0,Vermont
2147,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",48.0,3.0,15.0,30.0,45.0,Vermont
2148,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,68.0,2.0,12.0,55.0,66.0,Vermont
2149,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",111.0,4.0,22.0,85.0,107.0,Vermont
2151,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",932,43,215,674,889,Virginia
2152,Marijuana Use in the Past Year,"1,304",64,276,964,"1,240",Virginia
2153,Marijuana Use in the Past Month,874,36,203,635,838,Virginia
2154,Perceptions of Great Risk from Smoking Marijuana Once a Month,"1,638",150,81,"1,407","1,488",Virginia
2156,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",81,25,37,19,55,Virginia
2157,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",226,14,36,176,212,Virginia
2158,Cocaine Use in the Past Year,128,1,30,98,128,Virginia
2159,Perceptions of Great Risk from Using Cocaine Once a Month,"4,929",332,519,"4,077","4,597",Virginia
2160,Heroin Use in the Past Year5,0,0,2,28,30,Virginia
2161,Perceptions of Great Risk from Trying Heroin Once or Twice,"6,005",381,680,"4,945","5,625",Virginia
2162,Methamphetamine Use in the Past Year,45,1,3,42,44,Virginia
2163,Prescription Pain Reliever Misuse in the Past Year2,238,10,23,204,228,Virginia
2164,"Opioid Misuse in the Past Year2,6",238,10,22,206,228,Virginia
2166,ALCOHOL Alcohol Use in the Past Month,"3,667",36,474,"3,157","3,631",Virginia
2167,Binge Alcohol Use in the Past Month7,"1,611",20,248,"1,343","1,591",Virginia
2169,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"3,232",298,323,"2,612","2,935",Virginia
2170,Alcohol Use in the Past Month8 (People Aged 12 to 20),144,0,0,0,0,Virginia
2171,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",81,0,0,0,0,Virginia
2173,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"1,307",15,165,"1,128","1,293",Virginia
2174,Cigarette Use in the Past Month,"1,042",5,109,929,"1,038",Virginia
2175,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"5,129",452,521,"4,155","4,676",Virginia
2177,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,287,"1,174","1,461",Virginia
2178,"Serious Mental Illness4,10",0,0,99,233,332,Virginia
2179,Received Mental Health Services11,0,0,188,972,"1,161",Virginia
2180,"Major Depressive Episode4,12",0,134,160,360,520,Virginia
2181,Had Serious Thoughts of Suicide,0,0,107,175,283,Virginia
2182,Made Any Suicide Plans,0,0,38,44,82,Virginia
2183,Attempted Suicide,0,0,19,16,35,Virginia
2185,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",562,28.0,134.0,401.0,534,Virginia
2186,"Pain Reliever Use Disorder1,3",116,6.0,9.0,100.0,110,Virginia
2187,"Opioid Use Disorder1,3,4",127,6.0,9.0,112.0,121,Virginia
2188,Alcohol Use Disorder1,769,20.0,142.0,607.0,749,Virginia
2189,"Substance Use Disorder1,2","1,182",44.0,226.0,912.0,"1,138",Virginia
2190,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",442,27.0,127.0,288.0,415,Virginia
2191,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,758,19.0,141.0,598.0,739,Virginia
2192,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","1,039",40.0,218.0,780.0,999,Virginia
2194,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","1,283",59,225,999,"1,224",Washington
2195,Marijuana Use in the Past Year,"1,691",96,286,"1,309","1,595",Washington
2196,Marijuana Use in the Past Month,"1,198",56,209,934,"1,143",Washington
2197,Perceptions of Great Risk from Smoking Marijuana Once a Month,"1,283",94,95,"1,094","1,189",Washington
2199,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",88,28,31,29,60,Washington
2200,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",189,10,34,145,179,Washington
2201,Cocaine Use in the Past Year,110,2,33,75,109,Washington
2202,Perceptions of Great Risk from Using Cocaine Once a Month,"4,033",284,401,"3,348","3,750",Washington
2203,Heroin Use in the Past Year5,0,0,1,22,23,Washington
2204,Perceptions of Great Risk from Trying Heroin Once or Twice,"5,080",316,557,"4,207","4,764",Washington
2205,Methamphetamine Use in the Past Year,45,1,3,41,44,Washington
2206,Prescription Pain Reliever Misuse in the Past Year2,186,13,22,150,173,Washington
2207,"Opioid Misuse in the Past Year2,6",199,13,26,160,185,Washington
2209,ALCOHOL Alcohol Use in the Past Month,"3,074",40,359,"2,675","3,034",Washington
2210,Binge Alcohol Use in the Past Month7,"1,309",20,204,"1,085","1,289",Washington
2212,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"2,889",211,274,"2,404","2,678",Washington
2213,Alcohol Use in the Past Month8 (People Aged 12 to 20),149,0,0,0,0,Washington
2214,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",83,0,0,0,0,Washington
2216,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"1,131",17,147,967,"1,114",Washington
2217,Cigarette Use in the Past Month,958,13,86,859,945,Washington
2218,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"4,665",373,464,"3,829","4,292",Washington
2220,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,279,"1,323","1,603",Washington
2221,"Serious Mental Illness4,10",0,0,103,229,332,Washington
2222,Received Mental Health Services11,0,0,176,"1,028","1,204",Washington
2223,"Major Depressive Episode4,12",0,128,156,378,534,Washington
